	Unnamed: 0	Model	Strategy	Instance	Acc	F1
3363	663	RoBERTa-large	random	120	0.333	0.167
3364	664	BERT-large	random	120	0.333	0.167
3365	665	RoBERTa-base	random	120	0.347	0.198
3366	666	RoBERTa-large	random	120	0.333	0.168
3367	667	RoBERTa-large	random	120	0.333	0.167
3368	668	RoBERTa-base	random	120	0.347	0.198
3369	669	DeBERTa-large	random	120	0.333	0.167
3370	670	BERT-base	random	120	0.333	0.167
3371	671	RoBERTa-large	random	120	0.333	0.167
3372	672	BERT-base	random	120	0.333	0.167
3373	673	DeBERTa-large	random	120	0.333	0.167
3374	674	RoBERTa-base	random	120	0.340	0.181
3375	675	RoBERTa-base	random	120	0.349	0.220
3376	676	BERT-large	random	120	0.333	0.167
3377	677	BERT-large	random	120	0.336	0.171
3378	678	DeBERTa-base	random	120	0.333	0.167
3379	679	DeBERTa-large	random	120	0.333	0.167
3380	680	BERT-base	random	120	0.333	0.167
3381	681	BERT-large	random	120	0.333	0.167
3382	682	RoBERTa-large	random	120	0.331	0.166
3383	683	DeBERTa-base	random	120	0.333	0.167
3384	684	BERT-large	random	120	0.338	0.181
3385	685	DeBERTa-large	random	120	0.338	0.176
3386	686	DeBERTa-base	random	120	0.333	0.167
3387	687	DeBERTa-large	random	120	0.333	0.167
3388	688	BERT-base	random	120	0.333	0.167
3389	689	BERT-large	random	120	0.333	0.167
3390	690	DeBERTa-base	random	120	0.333	0.167
3391	691	BERT-base	random	120	0.333	0.167
3392	692	BERT-large	random	120	0.333	0.167
3393	693	DeBERTa-base	random	120	0.333	0.167
3394	694	BERT-base	random	120	0.333	0.167
3395	695	DeBERTa-base	random	120	0.333	0.167
3396	696	RoBERTa-base	random	120	0.356	0.217
3397	697	BERT-base	random	120	0.333	0.167
3398	698	DeBERTa-large	random	120	0.362	0.231
3399	699	DeBERTa-base	random	120	0.333	0.167
3400	700	BERT-base	random	120	0.333	0.167
3401	701	RoBERTa-base	random	120	0.338	0.176
3402	702	BERT-base	random	120	0.333	0.167
3403	703	DeBERTa-large	random	120	0.333	0.167
3404	704	DeBERTa-base	random	120	0.333	0.167
3405	705	RoBERTa-large	random	120	0.333	0.167
3406	706	DeBERTa-base	random	120	0.333	0.167
3407	707	RoBERTa-large	random	120	0.333	0.167
3408	708	DeBERTa-large	random	120	0.422	0.313
3409	709	DeBERTa-base	random	120	0.333	0.167
3410	710	RoBERTa-large	random	120	0.340	0.181
3411	711	BERT-large	random	120	0.340	0.181
3412	712	RoBERTa-large	random	120	0.336	0.172
3413	713	DeBERTa-large	random	120	0.378	0.253
3414	714	RoBERTa-large	random	120	0.333	0.167
3415	715	RoBERTa-base	random	120	0.342	0.190
3416	716	BERT-large	random	120	0.333	0.167
3417	717	RoBERTa-base	random	120	0.336	0.172
3418	718	RoBERTa-base	random	120	0.362	0.231
3419	719	BERT-large	random	120	0.333	0.167
3420	720	DeBERTa-base	random	130	0.333	0.167
3421	721	RoBERTa-large	random	130	0.333	0.167
3422	722	DeBERTa-large	random	130	0.331	0.166
3423	723	RoBERTa-base	random	130	0.349	0.217
3424	724	RoBERTa-large	random	130	0.333	0.167
3425	725	BERT-base	random	130	0.333	0.167
3426	726	DeBERTa-large	random	130	0.349	0.198
3427	727	BERT-large	random	130	0.333	0.167
3428	728	RoBERTa-base	random	130	0.336	0.171
3429	729	RoBERTa-base	random	130	0.333	0.167
3430	730	BERT-large	random	130	0.333	0.167
3431	731	DeBERTa-large	random	130	0.333	0.167
3432	732	BERT-base	random	130	0.333	0.167
3433	733	DeBERTa-base	random	130	0.333	0.167
3434	734	RoBERTa-base	random	130	0.336	0.172
3435	735	RoBERTa-large	random	130	0.333	0.167
3436	736	RoBERTa-base	random	130	0.344	0.190
3437	737	DeBERTa-base	random	130	0.333	0.167
3438	738	DeBERTa-base	random	130	0.333	0.167
3439	739	BERT-large	random	130	0.331	0.166
3440	740	BERT-base	random	130	0.333	0.167
3441	741	DeBERTa-large	random	130	0.333	0.167
3442	742	BERT-large	random	130	0.336	0.172
3443	743	RoBERTa-base	random	130	0.333	0.167
3444	744	DeBERTa-large	random	130	0.356	0.212
3445	745	RoBERTa-large	random	130	0.333	0.167
3446	746	BERT-large	random	130	0.342	0.186
3447	747	BERT-base	random	130	0.333	0.167
3448	748	DeBERTa-large	random	130	0.333	0.167
3449	749	BERT-base	random	130	0.333	0.167
3450	750	RoBERTa-base	random	130	0.333	0.167
3451	751	DeBERTa-base	random	130	0.333	0.167
3452	752	DeBERTa-large	random	130	0.333	0.167
3453	753	BERT-large	random	130	0.333	0.167
3454	754	RoBERTa-large	random	130	0.342	0.185
3455	755	DeBERTa-base	random	130	0.333	0.167
3456	756	BERT-large	random	130	0.333	0.167
3457	757	BERT-base	random	130	0.333	0.167
3458	758	RoBERTa-base	random	130	0.360	0.224
3459	759	DeBERTa-base	random	130	0.333	0.167
3460	760	DeBERTa-large	random	130	0.393	0.279
3461	761	RoBERTa-large	random	130	0.338	0.178
3462	762	BERT-large	random	130	0.333	0.167
3463	763	DeBERTa-base	random	130	0.333	0.167
3464	764	DeBERTa-base	random	130	0.333	0.167
3465	765	RoBERTa-base	random	130	0.367	0.236
3466	766	DeBERTa-base	random	130	0.342	0.185
3467	767	DeBERTa-large	random	130	0.336	0.171
3468	768	RoBERTa-large	random	130	0.333	0.167
3469	769	RoBERTa-large	random	130	0.338	0.176
3470	770	RoBERTa-base	random	130	0.336	0.172
3471	771	BERT-base	random	130	0.333	0.172
3472	772	BERT-base	random	130	0.333	0.167
3473	773	BERT-large	random	130	0.333	0.167
3474	774	RoBERTa-large	random	130	0.333	0.167
3475	775	DeBERTa-large	random	130	0.333	0.167
3476	776	BERT-base	random	130	0.333	0.167
3477	777	BERT-large	random	130	0.351	0.203
3478	778	BERT-base	random	130	0.333	0.167
3479	779	RoBERTa-large	random	130	0.333	0.168
3480	780	DeBERTa-base	random	140	0.342	0.185
3481	781	BERT-large	random	140	0.338	0.178
3482	782	RoBERTa-base	random	140	0.369	0.248
3483	783	DeBERTa-base	random	140	0.333	0.167
3484	784	RoBERTa-large	random	140	0.336	0.172
3485	785	DeBERTa-large	random	140	0.353	0.208
3486	786	DeBERTa-large	random	140	0.333	0.167
3487	787	RoBERTa-large	random	140	0.333	0.167
3488	788	DeBERTa-base	random	140	0.333	0.167
3489	789	DeBERTa-large	random	140	0.371	0.247
3490	790	BERT-base	random	140	0.333	0.167
3491	791	BERT-base	random	140	0.333	0.167
3492	792	RoBERTa-base	random	140	0.336	0.171
3493	793	RoBERTa-base	random	140	0.336	0.176
3494	794	DeBERTa-large	random	140	0.338	0.176
3495	795	RoBERTa-large	random	140	0.333	0.167
3496	796	DeBERTa-base	random	140	0.333	0.167
3497	797	DeBERTa-large	random	140	0.333	0.167
3498	798	DeBERTa-base	random	140	0.333	0.167
3499	799	DeBERTa-base	random	140	0.333	0.167
3500	800	BERT-large	random	140	0.333	0.167
3501	801	BERT-large	random	140	0.333	0.167
3502	802	RoBERTa-large	random	140	0.333	0.167
3503	803	BERT-base	random	140	0.333	0.167
3504	804	RoBERTa-base	random	140	0.382	0.263
3505	805	BERT-large	random	140	0.338	0.177
3506	806	BERT-large	random	140	0.333	0.167
3507	807	DeBERTa-large	random	140	0.340	0.181
3508	808	BERT-base	random	140	0.333	0.167
3509	809	RoBERTa-base	random	140	0.342	0.189
3510	810	BERT-base	random	140	0.333	0.167
3511	811	RoBERTa-large	random	140	0.333	0.167
3512	812	RoBERTa-large	random	140	0.333	0.167
3513	813	DeBERTa-large	random	140	0.336	0.171
3514	814	RoBERTa-base	random	140	0.336	0.172
3515	815	BERT-base	random	140	0.333	0.167
3516	816	BERT-base	random	140	0.333	0.167
3517	817	BERT-large	random	140	0.333	0.167
3518	818	DeBERTa-base	random	140	0.333	0.167
3519	819	RoBERTa-base	random	140	0.351	0.203
3520	820	DeBERTa-base	random	140	0.333	0.167
3521	821	DeBERTa-base	random	140	0.333	0.167
3522	822	DeBERTa-large	random	140	0.336	0.171
3523	823	BERT-base	random	140	0.333	0.167
3524	824	BERT-large	random	140	0.333	0.167
3525	825	RoBERTa-large	random	140	0.340	0.185
3526	826	BERT-large	random	140	0.333	0.167
3527	827	DeBERTa-large	random	140	0.333	0.167
3528	828	RoBERTa-base	random	140	0.331	0.175
3529	829	DeBERTa-large	random	140	0.336	0.171
3530	830	RoBERTa-base	random	140	0.342	0.186
3531	831	RoBERTa-large	random	140	0.333	0.167
3532	832	RoBERTa-large	random	140	0.333	0.167
3533	833	BERT-large	random	140	0.333	0.167
3534	834	RoBERTa-large	random	140	0.333	0.167
3535	835	BERT-base	random	140	0.333	0.167
3536	836	BERT-large	random	140	0.333	0.167
3537	837	DeBERTa-base	random	140	0.336	0.171
3538	838	BERT-base	random	140	0.333	0.167
3539	839	RoBERTa-base	random	140	0.369	0.240
3540	840	BERT-large	random	150	0.333	0.167
3541	841	BERT-large	random	150	0.333	0.167
3542	842	RoBERTa-base	random	150	0.333	0.167
3543	843	DeBERTa-base	random	150	0.333	0.167
3544	844	BERT-large	random	150	0.333	0.167
3545	845	RoBERTa-large	random	150	0.338	0.176
3546	846	RoBERTa-large	random	150	0.336	0.172
3547	847	BERT-large	random	150	0.333	0.167
3548	848	RoBERTa-large	random	150	0.333	0.167
3549	849	BERT-base	random	150	0.333	0.167
3550	850	DeBERTa-large	random	150	0.342	0.185
3551	851	BERT-base	random	150	0.333	0.167
3552	852	BERT-base	random	150	0.333	0.167
3553	853	DeBERTa-base	random	150	0.342	0.185
3554	854	BERT-large	random	150	0.338	0.178
3555	855	DeBERTa-large	random	150	0.333	0.167
3556	856	RoBERTa-large	random	150	0.340	0.181
3557	857	RoBERTa-large	random	150	0.333	0.167
3558	858	DeBERTa-base	random	150	0.333	0.167
3559	859	DeBERTa-base	random	150	0.333	0.167
3560	860	BERT-base	random	150	0.333	0.167
3561	861	BERT-base	random	150	0.333	0.167
3562	862	DeBERTa-large	random	150	0.333	0.167
3563	863	BERT-base	random	150	0.333	0.167
3564	864	DeBERTa-large	random	150	0.336	0.171
3565	865	RoBERTa-large	random	150	0.331	0.167
3566	866	BERT-large	random	150	0.336	0.187
3567	867	BERT-large	random	150	0.336	0.171
3568	868	RoBERTa-base	random	150	0.333	0.168
3569	869	RoBERTa-large	random	150	0.333	0.167
3570	870	RoBERTa-base	random	150	0.344	0.190
3571	871	RoBERTa-large	random	150	0.333	0.167
3572	872	DeBERTa-base	random	150	0.333	0.167
3573	873	DeBERTa-large	random	150	0.347	0.194
3574	874	DeBERTa-base	random	150	0.333	0.167
3575	875	BERT-base	random	150	0.333	0.167
3576	876	BERT-base	random	150	0.333	0.167
3577	877	DeBERTa-base	random	150	0.333	0.167
3578	878	RoBERTa-base	random	150	0.333	0.168
3579	879	DeBERTa-large	random	150	0.347	0.194
3580	880	BERT-large	random	150	0.333	0.167
3581	881	RoBERTa-base	random	150	0.333	0.167
3582	882	DeBERTa-large	random	150	0.347	0.195
3583	883	DeBERTa-base	random	150	0.333	0.167
3584	884	BERT-base	random	150	0.333	0.167
3585	885	DeBERTa-large	random	150	0.336	0.180
3586	886	RoBERTa-base	random	150	0.358	0.215
3587	887	BERT-base	random	150	0.333	0.167
3588	888	BERT-large	random	150	0.333	0.167
3589	889	RoBERTa-base	random	150	0.347	0.195
3590	890	DeBERTa-base	random	150	0.333	0.167
3591	891	RoBERTa-large	random	150	0.333	0.167
3592	892	BERT-large	random	150	0.333	0.167
3593	893	DeBERTa-large	random	150	0.331	0.167
3594	894	DeBERTa-large	random	150	0.364	0.229
3595	895	RoBERTa-base	random	150	0.369	0.246
3596	896	RoBERTa-base	random	150	0.369	0.243
3597	897	DeBERTa-base	random	150	0.333	0.167
3598	898	RoBERTa-large	random	150	0.333	0.167
3599	899	RoBERTa-base	random	150	0.353	0.216
3600	900	RoBERTa-large	random	160	0.333	0.167
3601	901	DeBERTa-base	random	160	0.333	0.167
3602	902	DeBERTa-large	random	160	0.336	0.172
3603	903	RoBERTa-large	random	160	0.333	0.167
3604	904	BERT-large	random	160	0.333	0.167
3605	905	RoBERTa-large	random	160	0.336	0.171
3606	906	BERT-base	random	160	0.333	0.167
3607	907	RoBERTa-base	random	160	0.351	0.221
3608	908	DeBERTa-base	random	160	0.333	0.167
3609	909	RoBERTa-base	random	160	0.347	0.195
3610	910	DeBERTa-large	random	160	0.333	0.167
3611	911	BERT-base	random	160	0.333	0.167
3612	912	RoBERTa-large	random	160	0.333	0.167
3613	913	BERT-large	random	160	0.333	0.167
3614	914	RoBERTa-large	random	160	0.333	0.167
3615	915	BERT-base	random	160	0.331	0.170
3616	916	DeBERTa-base	random	160	0.331	0.166
3617	917	RoBERTa-base	random	160	0.356	0.223
3618	918	DeBERTa-large	random	160	0.342	0.187
3619	919	BERT-large	random	160	0.333	0.167
3620	920	DeBERTa-base	random	160	0.333	0.167
3621	921	RoBERTa-base	random	160	0.360	0.223
3622	922	BERT-base	random	160	0.333	0.167
3623	923	DeBERTa-base	random	160	0.333	0.167
3624	924	BERT-large	random	160	0.338	0.177
3625	925	BERT-large	random	160	0.333	0.167
3626	926	RoBERTa-large	random	160	0.333	0.167
3627	927	BERT-base	random	160	0.333	0.167
3628	928	DeBERTa-large	random	160	0.336	0.171
3629	929	RoBERTa-large	random	160	0.336	0.172
3630	930	DeBERTa-large	random	160	0.333	0.167
3631	931	BERT-large	random	160	0.333	0.167
3632	932	RoBERTa-base	random	160	0.338	0.177
3633	933	DeBERTa-large	random	160	0.342	0.185
3634	934	RoBERTa-base	random	160	0.333	0.167
3635	935	DeBERTa-base	random	160	0.342	0.185
3636	936	DeBERTa-large	random	160	0.333	0.167
3637	937	DeBERTa-base	random	160	0.333	0.167
3638	938	DeBERTa-base	random	160	0.331	0.166
3639	939	RoBERTa-base	random	160	0.338	0.180
3640	940	RoBERTa-large	random	160	0.336	0.172
3641	941	DeBERTa-base	random	160	0.333	0.167
3642	942	BERT-base	random	160	0.333	0.167
3643	943	BERT-base	random	160	0.333	0.167
3644	944	BERT-base	random	160	0.333	0.167
3645	945	DeBERTa-large	random	160	0.351	0.204
3646	946	RoBERTa-base	random	160	0.336	0.172
3647	947	DeBERTa-large	random	160	0.427	0.319
3648	948	RoBERTa-base	random	160	0.342	0.190
3649	949	RoBERTa-large	random	160	0.333	0.167
3650	950	RoBERTa-large	random	160	0.333	0.167
3651	951	BERT-large	random	160	0.333	0.167
3652	952	RoBERTa-base	random	160	0.340	0.186
3653	953	BERT-large	random	160	0.333	0.168
3654	954	BERT-large	random	160	0.336	0.171
3655	955	BERT-large	random	160	0.333	0.167
3656	956	BERT-base	random	160	0.331	0.166
3657	957	DeBERTa-base	random	160	0.333	0.167
3658	958	BERT-base	random	160	0.333	0.167
3659	959	DeBERTa-large	random	160	0.373	0.248
3660	960	BERT-large	random	170	0.333	0.167
3661	961	RoBERTa-large	random	170	0.333	0.167
3662	962	RoBERTa-large	random	170	0.333	0.167
3663	963	BERT-large	random	170	0.333	0.167
3664	964	BERT-base	random	170	0.333	0.167
3665	965	BERT-large	random	170	0.333	0.167
3666	966	RoBERTa-large	random	170	0.329	0.169
3667	967	BERT-large	random	170	0.338	0.189
3668	968	DeBERTa-base	random	170	0.336	0.171
3669	969	BERT-base	random	170	0.333	0.167
3670	970	BERT-large	random	170	0.333	0.167
3671	971	DeBERTa-base	random	170	0.340	0.181
3672	972	RoBERTa-large	random	170	0.333	0.167
3673	973	RoBERTa-large	random	170	0.336	0.172
3674	974	RoBERTa-large	random	170	0.333	0.167
3675	975	BERT-base	random	170	0.333	0.167
3676	976	BERT-large	random	170	0.342	0.185
3677	977	RoBERTa-large	random	170	0.336	0.172
3678	978	BERT-large	random	170	0.333	0.167
3679	979	BERT-base	random	170	0.333	0.167
3680	980	BERT-base	random	170	0.333	0.167
3681	981	DeBERTa-large	random	170	0.333	0.167
3682	982	DeBERTa-base	random	170	0.333	0.167
3683	983	DeBERTa-base	random	170	0.333	0.167
3684	984	DeBERTa-base	random	170	0.336	0.172
3685	985	DeBERTa-large	random	170	0.336	0.171
3686	986	RoBERTa-base	random	170	0.356	0.212
3687	987	RoBERTa-base	random	170	0.358	0.219
3688	988	DeBERTa-large	random	170	0.367	0.234
3689	989	DeBERTa-large	random	170	0.333	0.167
3690	990	DeBERTa-base	random	170	0.333	0.167
3691	991	RoBERTa-base	random	170	0.364	0.240
3692	992	DeBERTa-base	random	170	0.333	0.167
3693	993	BERT-base	random	170	0.333	0.167
3694	994	DeBERTa-large	random	170	0.340	0.181
3695	995	RoBERTa-base	random	170	0.333	0.167
3696	996	RoBERTa-base	random	170	0.391	0.278
3697	997	DeBERTa-large	random	170	0.367	0.231
3698	998	BERT-base	random	170	0.333	0.167
3699	999	DeBERTa-large	random	170	0.333	0.167
3700	1000	BERT-base	random	170	0.333	0.167
3701	1001	DeBERTa-large	random	170	0.340	0.181
3702	1002	RoBERTa-base	random	170	0.333	0.167
3703	1003	RoBERTa-base	random	170	0.358	0.222
3704	1004	DeBERTa-large	random	170	0.353	0.207
3705	1005	DeBERTa-large	random	170	0.367	0.231
3706	1006	RoBERTa-base	random	170	0.336	0.172
3707	1007	BERT-base	random	170	0.333	0.167
3708	1008	RoBERTa-large	random	170	0.333	0.167
3709	1009	BERT-large	random	170	0.336	0.171
3710	1010	DeBERTa-base	random	170	0.333	0.167
3711	1011	DeBERTa-base	random	170	0.333	0.167
3712	1012	RoBERTa-base	random	170	0.340	0.181
3713	1013	BERT-large	random	170	0.333	0.167
3714	1014	RoBERTa-base	random	170	0.331	0.175
3715	1015	BERT-base	random	170	0.333	0.167
3716	1016	RoBERTa-large	random	170	0.333	0.167
3717	1017	DeBERTa-base	random	170	0.333	0.167
3718	1018	RoBERTa-large	random	170	0.342	0.185
3719	1019	BERT-large	random	170	0.333	0.167
3720	1020	RoBERTa-base	random	180	0.333	0.167
3721	1021	RoBERTa-large	random	180	0.333	0.167
3722	1022	RoBERTa-base	random	180	0.362	0.229
3723	1023	DeBERTa-base	random	180	0.333	0.167
3724	1024	DeBERTa-base	random	180	0.333	0.167
3725	1025	RoBERTa-large	random	180	0.336	0.171
3726	1026	DeBERTa-large	random	180	0.333	0.167
3727	1027	BERT-base	random	180	0.333	0.167
3728	1028	DeBERTa-base	random	180	0.333	0.167
3729	1029	BERT-large	random	180	0.333	0.167
3730	1030	BERT-base	random	180	0.333	0.167
3731	1031	DeBERTa-large	random	180	0.340	0.185
3732	1032	BERT-base	random	180	0.333	0.167
3733	1033	DeBERTa-large	random	180	0.333	0.167
3734	1034	RoBERTa-base	random	180	0.333	0.171
3735	1035	DeBERTa-base	random	180	0.333	0.167
3736	1036	BERT-large	random	180	0.333	0.167
3737	1037	BERT-base	random	180	0.333	0.167
3738	1038	BERT-large	random	180	0.333	0.167
3739	1039	DeBERTa-base	random	180	0.333	0.167
3740	1040	BERT-large	random	180	0.336	0.172
3741	1041	DeBERTa-large	random	180	0.338	0.180
3742	1042	DeBERTa-large	random	180	0.347	0.195
3743	1043	RoBERTa-base	random	180	0.360	0.225
3744	1044	DeBERTa-base	random	180	0.333	0.167
3745	1045	RoBERTa-base	random	180	0.333	0.167
3746	1046	RoBERTa-large	random	180	0.333	0.167
3747	1047	BERT-large	random	180	0.333	0.167
3748	1048	RoBERTa-large	random	180	0.333	0.168
3749	1049	BERT-base	random	180	0.333	0.167
3750	1050	BERT-base	random	180	0.333	0.167
3751	1051	BERT-base	random	180	0.333	0.167
3752	1052	DeBERTa-base	random	180	0.333	0.167
3753	1053	RoBERTa-base	random	180	0.342	0.187
3754	1054	RoBERTa-large	random	180	0.336	0.175
3755	1055	BERT-large	random	180	0.333	0.168
3756	1056	RoBERTa-large	random	180	0.338	0.176
3757	1057	BERT-base	random	180	0.333	0.167
3758	1058	BERT-base	random	180	0.333	0.167
3759	1059	BERT-base	random	180	0.333	0.167
3760	1060	RoBERTa-base	random	180	0.344	0.194
3761	1061	RoBERTa-large	random	180	0.333	0.167
3762	1062	RoBERTa-large	random	180	0.333	0.167
3763	1063	DeBERTa-large	random	180	0.342	0.185
3764	1064	RoBERTa-large	random	180	0.333	0.168
3765	1065	RoBERTa-base	random	180	0.336	0.172
3766	1066	RoBERTa-large	random	180	0.333	0.167
3767	1067	BERT-large	random	180	0.333	0.167
3768	1068	DeBERTa-base	random	180	0.333	0.167
3769	1069	DeBERTa-base	random	180	0.333	0.167
3770	1070	DeBERTa-large	random	180	0.342	0.185
3771	1071	DeBERTa-base	random	180	0.338	0.176
3772	1072	BERT-large	random	180	0.333	0.167
3773	1073	DeBERTa-large	random	180	0.407	0.299
3774	1074	BERT-large	random	180	0.333	0.167
3775	1075	DeBERTa-large	random	180	0.353	0.212
3776	1076	RoBERTa-base	random	180	0.349	0.199
3777	1077	RoBERTa-base	random	180	0.342	0.189
3778	1078	DeBERTa-large	random	180	0.338	0.176
3779	1079	BERT-large	random	180	0.338	0.176
3780	1080	RoBERTa-base	random	190	0.333	0.167
3781	1081	RoBERTa-large	random	190	0.333	0.167
3782	1082	DeBERTa-large	random	190	0.378	0.250
3783	1083	DeBERTa-base	random	190	0.333	0.167
3784	1084	BERT-base	random	190	0.333	0.167
3785	1085	DeBERTa-large	random	190	0.464	0.359
3786	1086	BERT-base	random	190	0.333	0.167
3787	1087	RoBERTa-large	random	190	0.333	0.167
3788	1088	DeBERTa-large	random	190	0.338	0.180
3789	1089	DeBERTa-base	random	190	0.333	0.167
3790	1090	BERT-base	random	190	0.333	0.167
3791	1091	BERT-large	random	190	0.333	0.167
3792	1092	DeBERTa-base	random	190	0.333	0.167
3793	1093	BERT-large	random	190	0.336	0.171
3794	1094	DeBERTa-large	random	190	0.333	0.167
3795	1095	RoBERTa-base	random	190	0.373	0.247
3796	1096	RoBERTa-large	random	190	0.333	0.167
3797	1097	RoBERTa-base	random	190	0.338	0.176
3798	1098	DeBERTa-base	random	190	0.333	0.167
3799	1099	RoBERTa-base	random	190	0.378	0.266
3800	1100	BERT-large	random	190	0.333	0.167
3801	1101	RoBERTa-base	random	190	0.344	0.202
3802	1102	BERT-large	random	190	0.338	0.189
3803	1103	BERT-large	random	190	0.333	0.168
3804	1104	RoBERTa-base	random	190	0.351	0.209
3805	1105	DeBERTa-base	random	190	0.336	0.171
3806	1106	RoBERTa-large	random	190	0.342	0.189
3807	1107	DeBERTa-large	random	190	0.422	0.314
3808	1108	RoBERTa-base	random	190	0.340	0.182
3809	1109	DeBERTa-large	random	190	0.358	0.222
3810	1110	DeBERTa-base	random	190	0.333	0.167
3811	1111	DeBERTa-base	random	190	0.336	0.171
3812	1112	BERT-base	random	190	0.333	0.167
3813	1113	BERT-large	random	190	0.333	0.167
3814	1114	DeBERTa-large	random	190	0.380	0.254
3815	1115	RoBERTa-base	random	190	0.373	0.245
3816	1116	BERT-base	random	190	0.333	0.167
3817	1117	RoBERTa-large	random	190	0.333	0.167
3818	1118	BERT-large	random	190	0.333	0.167
3819	1119	BERT-base	random	190	0.333	0.167
3820	1120	DeBERTa-large	random	190	0.349	0.200
3821	1121	BERT-base	random	190	0.333	0.167
3822	1122	DeBERTa-base	random	190	0.333	0.167
3823	1123	DeBERTa-base	random	190	0.333	0.167
3824	1124	RoBERTa-large	random	190	0.333	0.167
3825	1125	RoBERTa-large	random	190	0.344	0.192
3826	1126	DeBERTa-large	random	190	0.336	0.171
3827	1127	RoBERTa-base	random	190	0.331	0.166
3828	1128	BERT-base	random	190	0.333	0.167
3829	1129	BERT-large	random	190	0.333	0.167
3830	1130	BERT-large	random	190	0.338	0.180
3831	1131	RoBERTa-large	random	190	0.331	0.166
3832	1132	DeBERTa-base	random	190	0.336	0.171
3833	1133	DeBERTa-large	random	190	0.333	0.176
3834	1134	RoBERTa-base	random	190	0.342	0.186
3835	1135	BERT-base	random	190	0.333	0.167
3836	1136	RoBERTa-large	random	190	0.362	0.226
3837	1137	BERT-base	random	190	0.333	0.167
3838	1138	BERT-large	random	190	0.333	0.168
3839	1139	RoBERTa-large	random	190	0.340	0.185
3840	1140	BERT-base	random	200	0.333	0.167
3841	1141	DeBERTa-base	random	200	0.340	0.181
3842	1142	DeBERTa-base	random	200	0.333	0.167
3843	1143	DeBERTa-base	random	200	0.344	0.190
3844	1144	DeBERTa-base	random	200	0.333	0.167
3845	1145	DeBERTa-base	random	200	0.333	0.167
3846	1146	RoBERTa-large	random	200	0.336	0.171
3847	1147	BERT-base	random	200	0.333	0.167
3848	1148	BERT-base	random	200	0.333	0.167
3849	1149	DeBERTa-base	random	200	0.333	0.167
3850	1150	DeBERTa-base	random	200	0.333	0.167
3851	1151	BERT-base	random	200	0.333	0.167
3852	1152	DeBERTa-base	random	200	0.336	0.172
3853	1153	DeBERTa-base	random	200	0.333	0.167
3854	1154	BERT-base	random	200	0.333	0.167
3855	1155	BERT-base	random	200	0.333	0.167
3856	1156	BERT-base	random	200	0.333	0.167
3857	1157	RoBERTa-large	random	200	0.333	0.167
3858	1158	BERT-base	random	200	0.333	0.167
3859	1159	BERT-base	random	200	0.333	0.167
3860	1160	DeBERTa-base	random	200	0.336	0.172
3861	1161	RoBERTa-base	random	200	0.358	0.221
3862	1162	BERT-base	random	200	0.333	0.167
3863	1163	RoBERTa-base	random	200	0.342	0.186
3864	1164	RoBERTa-large	random	200	0.333	0.167
3865	1165	BERT-large	random	200	0.336	0.179
3866	1166	DeBERTa-large	random	200	0.431	0.330
3867	1167	BERT-large	random	200	0.333	0.167
3868	1168	DeBERTa-large	random	200	0.387	0.263
3869	1169	RoBERTa-large	random	200	0.333	0.167
3870	1170	RoBERTa-large	random	200	0.333	0.167
3871	1171	BERT-large	random	200	0.344	0.194
3872	1172	DeBERTa-large	random	200	0.336	0.171
3873	1173	RoBERTa-base	random	200	0.333	0.167
3874	1174	BERT-large	random	200	0.333	0.167
3875	1175	RoBERTa-large	random	200	0.333	0.167
3876	1176	DeBERTa-large	random	200	0.362	0.226
3877	1177	BERT-large	random	200	0.340	0.181
3878	1178	DeBERTa-large	random	200	0.344	0.190
3879	1179	RoBERTa-large	random	200	0.344	0.191
3880	1180	RoBERTa-base	random	200	0.358	0.223
3881	1181	BERT-large	random	200	0.333	0.167
3882	1182	DeBERTa-large	random	200	0.344	0.190
3883	1183	BERT-large	random	200	0.336	0.172
3884	1184	RoBERTa-large	random	200	0.340	0.185
3885	1185	DeBERTa-large	random	200	0.349	0.199
3886	1186	DeBERTa-large	random	200	0.333	0.167
3887	1187	DeBERTa-large	random	200	0.427	0.321
3888	1188	DeBERTa-large	random	200	0.333	0.167
3889	1189	BERT-large	random	200	0.336	0.172
3890	1190	RoBERTa-base	random	200	0.356	0.211
3891	1191	BERT-large	random	200	0.333	0.167
3892	1192	BERT-large	random	200	0.336	0.171
3893	1193	RoBERTa-base	random	200	0.400	0.290
3894	1194	RoBERTa-large	random	200	0.333	0.168
3895	1195	RoBERTa-large	random	200	0.336	0.172
3896	1196	RoBERTa-base	random	200	0.360	0.222
3897	1197	RoBERTa-base	random	200	0.336	0.172
3898	1198	RoBERTa-base	random	200	0.333	0.167
3899	1199	RoBERTa-base	random	200	0.351	0.207
3900	1200	BERT-large	random	210	0.338	0.176
3901	1201	BERT-base	random	210	0.333	0.167
3902	1202	BERT-base	random	210	0.333	0.167
3903	1203	DeBERTa-base	random	210	0.333	0.167
3904	1204	DeBERTa-large	random	210	0.336	0.171
3905	1205	DeBERTa-large	random	210	0.338	0.177
3906	1206	RoBERTa-large	random	210	0.336	0.171
3907	1207	BERT-large	random	210	0.338	0.177
3908	1208	DeBERTa-base	random	210	0.347	0.194
3909	1209	DeBERTa-base	random	210	0.333	0.167
3910	1210	RoBERTa-base	random	210	0.369	0.242
3911	1211	RoBERTa-base	random	210	0.351	0.203
3912	1212	BERT-base	random	210	0.333	0.167
